JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2450430.3,11.8,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450431.2,12.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450431.7368,11.3,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450433.3722,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450434.74,12.2,,,Vis.,GRL,,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450438.2,11.8,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450438.65,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450439.3,11.7,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450446.3,11.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450450.4,<8.2,,,Vis.,BDI,,,,,,,,V,,,,T UMI,,STD,,,,
2450450.6,11.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450453.3,11.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450453.6868,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450456.3,11.1,,,Vis.,BDI,V,,,,,,,V,,,,T UMI,,STD,,,,
2450461.3,9.8,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450461.5,11.1,,,Vis.,BDI,V,,,,,,,V,,,,T UMI,,STD,,,,
2450462.3,10.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450462.3,9.8,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450463.3812,10.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450463.4,11.0,,,Vis.,BDI,V,,,,,,,V,,,,T UMI,,STD,,,,
2450463.4,9.8,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450464.4,9.8,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450465.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450465.5,9.7,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450465.6722,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450465.715,10.1,,,Vis.,VDL,,,,,,,,V,,,,T UMI,,STD,,,,
2450466.5,9.8,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450474.6979,9.7,,,Vis.,EPE,M,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450475.3,9.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450475.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450476.2590,9.8,,,Vis.,EPE,W,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450476.272,9.7,,,Vis.,VDL,,,,,,,,V,,,,T UMI,,STD,,,,
2450480.3215,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450480.6,9.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450481.2,9.7,,,Vis.,BDI,,,,,,,,V,,,,T UMI,,STD,,,,
2450481.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450481.7,9.7,,,Vis.,HE,,,,,,,,V,,,,T UMI,,STD,,,,
2450482.3,9.2,,,Vis.,GZN,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450482.3,9.6,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450482.6,9.2,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450483.407,9.5,,,Vis.,VDL,,,,,,,,V,,,,T UMI,,STD,,,,
2450487.4,9.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450489.4,9.8,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450489.7,9.4,,,Vis.,HE,,,,,,,,V,,,,T UMI,,STD,,,,
2450490.425,9.4,,,Vis.,VDL,,,,,,,,V,,,,T UMI,,STD,,,,
2450490.5,9.2,,,Vis.,SJQ,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2450491.3,9.2,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450494.3,9.5,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450494.3340,9.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450494.5,9.6,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450495.5,9.4,,,Vis.,BDI,,,,,,,,V,,,,T UMI,,STD,,,,
2450496.3,9.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450497.3347,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450497.6,9.2,,,Vis.,HE,,,,,,,,V,,,,T UMI,,STD,,,,
2450498.3,9.5,,,Vis.,BDI,,,,,,,,V,,,,T UMI,,STD,,,,
2450498.4,9.6,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450500.3,9.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450500.4,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450501.6,9.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450501.6472,9.7,,,Vis.,EPE,M,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450507.3,9.8,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450507.3,9.6,,,Vis.,SSW,K,,,,,,,V,,,,T UMI,,STD,,,,
2450507.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450507.3688,9.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450508.3,9.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450508.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450509.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450509.4,9.5,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450509.6,10.8,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450510.3,9.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450510.4,9.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450512.3,9.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450512.3764,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450512.4,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450514.3,10.4,,,Vis.,GUN,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450514.310,9.7,,,Vis.,VDL,,,,,,,,V,,,,T UMI,,STD,,,,
2450515.3,9.8,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450515.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450515.5,9.8,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450515.6,9.8,,,Vis.,HE,,,,,,,,V,,,,T UMI,,STD,,,,
2450517.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450517.4,9.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450517.4,9.8,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450517.7,10.6,,,Vis.,WC,,,,,,,,T,,,,T UMI,,STD,,,,
2450517.8,9.8,,,Vis.,BEB,K,,,,,,,V,,,,T UMI,,STD,,,,
2450518.3,9.6,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450518.3,9.8,,,Vis.,SSW,K,,,,,,,V,,,,T UMI,,STD,,,,
2450518.3,9.7,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450518.3382,9.9,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450518.4,10.0,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450518.7,9.8,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450520.3,9.8,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450522.6,10.2,,,Vis.,HE,,,,,,,,V,,,,T UMI,,STD,,,,
2450523.5,10.4,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450526.6,11.1,,,Vis.,WC,,,,,,,,V,,,,T UMI,,STD,,,,
2450527.3,10.5,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450528.3,9.9,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450528.3542,10.7,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450529.4,10.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450530.3,9.9,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450534.7,11.3,,,Vis.,WC,,,,,,,,V,,,,T UMI,,STD,,,,
2450536.306,11.0,,,Vis.,VDL,,,,,,,,V,,,,T UMI,,STD,,,,
2450536.4,10.5,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450537.3,10.3,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450537.4604,11.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450538.4,10.5,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450539.3,11.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450539.3187,11.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450539.4,11.6,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450540.3,11.1,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450540.3500,12.0,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450545.4,12.0,,,Vis.,VED,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450546.3,11.8,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450546.3,11.9,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450546.7,11.8,,,Vis.,BEB,K,,,,,,,V,,,,T UMI,,STD,,,,
2450546.7,11.7,,,Vis.,WRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450547.3,11.9,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450547.36,11.0,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450547.6,11.9,,,Vis.,WC,,,,,,,,V,,,,T UMI,,STD,,,,
2450548.3,11.9,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450548.6389,11.9,,,Vis.,BMM,,,,,,,,V,,,,T UMI,,STD,,,,
2450551.3,12.2,,,Vis.,GUN,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450551.4,12.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450551.4,12.1,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450552.33,11.1,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450553.6,11.4,,,Vis.,KRS,,,,,,,,T,,,,T UMI,,STD,,,,
2450555.8542,12.1,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2450556.6,12.2,,,Vis.,BEB,KM,,,,,,,V,,,,T UMI,,STD,,,,
2450557.4,12.3,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450561.3,12.2,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450562.36,11.4,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450562.4,12.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450563.35,11.5,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450564.6,12.8,,,Vis.,WC,,,,,,,,V,,,,T UMI,,STD,,,,
2450567.7,12.3,,,Vis.,BEB,HKV,,,,,,,V,,,,T UMI,,STD,,,,
2450570.4,13.0,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450571.5,12.6,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450571.6,12.5,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450571.6,13.0,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450573.38,11.8,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450574.4,12.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450575.7,12.5,,,Vis.,BEB,K,,,,,,,V,,,,T UMI,,STD,,,,
2450578.4,13.3,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450578.6424,13.1,,,Vis.,HOA,,,,,,,,V,,,,T UMI,,STD,,,,
2450579.36,12.0,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450582.4,13.3,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450583.4,13.1,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450584.8125,<12.6,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2450587.34,12.0,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450587.4,13.4,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450592.4,13.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450592.4,13.3,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450592.4,13.2,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450594.38,12.5,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450594.4,13.6,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450596.6,13.4,,,Vis.,MLI,,,,,,,,V,,,,T UMI,,STD,,,,
2450599.4,13.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450600.5,13.5,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450604.38,12.8,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450606.4,13.9,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450606.5,13.8,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450607.38,12.5,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450608.6,13.4,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450608.6,13.8,,,Vis.,MKJ,,,,,,,,V,,,,T UMI,,STD,,,,
2450610.37,12.6,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450612.4,13.8,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450614.4,13.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450614.6,13.7,,,Vis.,MKJ,,,,,,,,V,,,,T UMI,,STD,,,,
2450614.6,13.6,,,Vis.,WRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450615.9093,13.7,,,Vis.,SDX,M,,,,,,,V,,,,T UMI,,STD,,,,
2450617.5,14.2,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450620.4,14.1,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450628.4,13.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450628.6,13.4,,,Vis.,MKJ,,,,,,,,V,,,,T UMI,,STD,,,,
2450628.7,13.7,,,Vis.,MLI,,,,,,,,V,,,,T UMI,,STD,,,,
2450629.5,14.2,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450630.7878,13.7,,,Vis.,SDX,,,,,,,,V,,,,T UMI,,STD,,,,
2450631.4,13.9,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450631.6,13.9,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450633.4,13.8,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450635.6075,<10.4,,,Vis.,SWZ,,,,,,,,V,,,,T UMI,,STD,,,,
2450638.3,13.4,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450638.4,13.7,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450638.4,13.7,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450640.4,13.1,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450643.4548,13.0,,,Vis.,MZS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2450645.4,13.4,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450645.5,13.5,,,Vis.,FMR,,,,,,,,V,,,,T UMI,,STD,,,,
2450648.4,13.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450649.6,13.2,,,Vis.,MKJ,,,,,,,,V,,,,T UMI,,STD,,,,
2450651.3,13.3,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450657.6,12.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450658.4,13.6,,,Vis.,FMR,,,,,,,,T,,,,T UMI,,STD,,,,
2450658.4,12.7,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450659.4,12.5,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450659.6,12.4,,,Vis.,MKJ,,,,,,,,V,,,,T UMI,,STD,,,,
2450660.3,12.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450660.6,12.6,,,Vis.,DKS,,,,,,,,V,,,,T UMI,,STD,,,,
2450660.6284,12.3,,,Vis.,TRL,,,,,,,,V,,,,T UMI,,STD,,,,
2450663.8029,12.3,,,Vis.,SDX,,,,,,,,V,,,,T UMI,,STD,,,,
2450664.5,12.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450665.4400,12.3,,,Vis.,GRL,,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450665.6,13.3,,,Vis.,KRS,,,,,,,,T,,,,T UMI,,STD,,,,
2450666.4,12.2,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450667.6,12.3,,,Vis.,DKS,,,,,,,,V,,,,T UMI,,STD,,,,
2450669.4,12.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450669.4,12.4,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450670.6,12.2,,,Vis.,MKJ,,,,,,,,V,,,,T UMI,,STD,,,,
2450671.4,12.0,,,Vis.,MRX,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450672.34,11.6,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450674.4000,12.2,,,Vis.,GRL,,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450679.5417,<8.8,,,Vis.,SWZ,V,,,,,,,V,,,,T UMI,,STD,,,,
2450681.4,11.9,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450681.7090,11.8,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2450682.6312,11.3,,,Vis.,TRL,,,,,,,,V,,,,T UMI,,STD,,,,
2450685.36,10.5,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450688.6,11.3,,,Vis.,DKS,,,,,,,,V,,,,T UMI,,STD,,,,
2450688.7217,11.2,,,Vis.,SDX,,,,,,,,V,,,,T UMI,,STD,,,,
2450689.5300,10.9,,,Vis.,GRL,Y,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450692.3,11.4,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450692.3,10.3,,,Vis.,VFK,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450692.6,9.9,,,Vis.,TST,,,,,,,,T,,,,T UMI,,STD,,,,
2450692.8535,11.4,,,Vis.,HK,,,,,,,,V,,,,T UMI,,STD,,,,
2450693.3,10.4,,,Vis.,VFK,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450693.34,9.8,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450693.3659,10.9,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450693.6,11.4,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450699.4,10.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450699.4,10.7,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450699.5,10.5,,,Vis.,POX,,,,,,,,V,,,,T UMI,,STD,,,,
2450699.6100,10.6,,,Vis.,GRL,,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450700.3,10.6,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450700.35,10.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450700.37,9.8,,,Vis.,SLQ,,,,,,,,T,,,,T UMI,AFOEV,STD,,,,
2450701.3000,10.5,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450702.4,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450704.3,10.5,,,Vis.,MGE,,,,,,,,V,,,,T UMI,,STD,,,,
2450705.5200,10.5,,,Vis.,GRL,,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450706.4,10.0,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450707.27,10.0,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450708.29,11.0,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450708.5326,11.1,,,Vis.,FT,,,,,,,,V,,,,T UMI,,STD,,,,
2450709.3,10.7,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450711.3,10.1,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450711.3145,10.6,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450712.28,9.8,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450712.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450712.5,10.7,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2450713.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450714.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450714.4,10.6,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450716.2784,10.4,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450716.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450716.36,10.3,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450717.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450718.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450718.4,10.5,,,Vis.,JRJ,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450718.4100,10.1,,,Vis.,GRL,,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450719.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450719.5889,10.5,,,Vis.,FT,,,,,,,,V,,,,T UMI,,STD,,,,
2450719.6111,10.2,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450720.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450720.3729,11.2,,,Vis.,MZS,,,,,,,,T,,,,T UMI,MCSE,STD,,,,
2450721.26,9.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450721.5917,11.2,,,Vis.,HK,,,,,,,,T,,,,T UMI,,STD,,,,
2450723.6,10.6,,,Vis.,KRS,,,,,,,,V,,,,T UMI,,STD,,,,
2450724.3,10.5,,,Vis.,CMG,,,,,,,,V,,,,T UMI,KNVWS,STD,,,,
2450727.3,10.2,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450727.5,10.5,,,Vis.,KOS,,,,,,,,V,,,,T UMI,MCSE,STD,,,,
2450728.29,9.7,,,Vis.,SLQ,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450728.3,10.1,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450728.5889,11.0,,,Vis.,HK,,,,,,,,T,,,,T UMI,,STD,,,,
2450729.2784,10.0,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450730.6,10.5,,,Vis.,DKS,M,,,,,,,V,,,,T UMI,,STD,,,,
2450731.3,9.8,,,Vis.,SSW,K,,,,,,,V,,,,T UMI,,STD,,,,
2450732.3,10.1,,,Vis.,VFK,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450733.5333,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
2450735.5200,10.0,,,Vis.,GRL,M,,,,,,,V,,,,T UMI,NAS,STD,,,,
2450736.2500,9.8,,,Vis.,EPE,,,,,,,,V,,,,T UMI,AFOEV,STD,,,,
